0.0024285,0.000343231,0.000147587
0.000535294,0.00033056,1.14844e-05
0.00107548,0.000312839,3.75852e-05
0.000551502,0.000217331,1.18402e-05
0.00942222,0.00215728,0.000104741
0.00461297,0.000287757,9.42397e-05
0.000707729,0.000405648,8.26966e-06
0.00158616,0.000454981,0.000203044
0.000963439,0.000576685,7.58933e-05
0.00498482,0.000485386,0.00016126
0.00122337,0.000525814,7.39384e-05
0.0193171,0.00160304,0.000831365
0.00115483,0.000193083,6.56211e-05
0.000791326,0.000678761,2.79877e-05
0.00085169,0.00071525,9.56052e-06
0.00896973,0.000642631,0.000272454
0.0136158,0.00185519,0.000655898
0.00070821,0.000361603,3.92171e-05
0.00158431,0.000767421,0.00019766
0.000721539,0.000545483,1.0701e-05
0.00462301,0.000383158,5.55247e-05
0.00057481,0.000430893,6.3711e-05
0.00122633,0.000418031,7.7453e-06
0.00269538,0.00118021,0.000447339
0.00104658,0.000844099,2.43291e-05
0.00122667,0.000610164,1.22654e-05
0.0141506,0.00202517,7.23378e-05
0.000703148,0.000548903,4.79828e-05
0.0012431,0.00101636,4.09224e-05
0.00333474,0.0011287,0.000194485
0.00162108,0.00100827,0.000185591
0.000641623,0.000505995,2.39779e-05
0.000752535,0.000422103,2.57183e-05
0.000612144,0.000303916,1.95883e-05
0.00191452,0.00076766,0.000209376
0.00233761,0.000872708,0.000217291
0.00458604,0.00130746,0.000421834
0.00191731,0.000843502,1.89398e-05
0.00208089,0.000757318,2.44683e-05
0.00144307,0.00124528,0.000135373
0.00143101,0.0011319,2.42313e-05
0.000753528,0.000536145,5.45826e-05
0.000953955,0.000512464,1.54198e-05
0.00234191,0.00059204,5.13872e-05
0.00647279,0.00163683,0.0001512
0.000784516,0.000611784,3.49327e-05
0.00203087,0.000861328,8.36648e-05
0.00107838,0.000943619,4.0962e-05
0.00135301,0.00039322,5.52226e-05
0.000670654,0.000643326,4.18898e-06
0.000450787,0.000394024,5.66938e-06
0.00110143,0.000840568,6.92412e-05
0.00141379,0.000634644,3.4425e-05
0.00111839,0.000531172,7.00305e-05
0.00102757,0.000492821,1.94947e-05
0.000696936,0.000495476,6.06029e-05
0.000986822,0.000656384,0.000106268
0.00201672,0.000769394,0.000124018
0.000720075,0.000651818,1.45771e-05
0.0003713,0.000239736,8.08743e-06
0.000632794,0.000488062,1.21245e-05
0.000426226,0.000187524,1.12987e-05
0.000351786,0.000250614,4.95219e-06
0.00117566,0.000487937,0.000111362
0.000805773,0.000730335,2.98677e-05
0.00102099,0.000778848,1.12549e-05
0.000666512,0.00058161,5.16799e-05
0.00146785,0.0011407,7.8233e-05
0.00146371,0.000484401,2.5379e-05
0.001278,0.00066533,9.67061e-05
0.000429935,0.000214785,4.22768e-06
0.00118498,0.000163607,3.83759e-05
0.00133602,0.000906536,4.85582e-05
0.000448356,0.000328865,1.37337e-05
0.00260297,0.000117997,2.08403e-05
0.000530644,0.000482369,9.46449e-06
0.0683195,0.00202495,0.00025779
0.00588679,0.000508346,0.000441103
0.000808613,0.000669341,5.93985e-06
0.00130825,0.000971552,3.95498e-05
0.00173444,0.000195792,3.97824e-05
0.00135672,0.000607532,3.07913e-05
0.000613487,0.000550806,4.86009e-06
0.0211498,0.000217452,0.000106035
0.000409326,0.000371882,2.50731e-06
0.000909488,0.000877448,2.2469e-05
0.0192577,0.000774727,0.000289318
0.000748883,0.000591156,2.14493e-05
0.00108221,0.000710526,9.95551e-05
0.000595573,0.000380659,1.12688e-05
0.0013528,0.000815915,4.09098e-05
0.000512588,0.000441509,5.73606e-06
0.000537955,0.000447398,9.93786e-06
0.000506699,0.000136262,7.60634e-06
0.000828495,0.000656339,1.06112e-05
0.00113045,0.000696516,7.82565e-05
0.00051508,0.000430028,4.85519e-06
0.000714339,0.000306559,1.60233e-05
0.00204889,0.000671828,8.59796e-05
0.000548236,0.000182495,5.08245e-06
0.000974578,0.000302863,1.40633e-05
0.00664906,0.00200535,6.16573e-05
0.000471397,0.000390276,7.81882e-06
0.000653933,0.00052196,8.34392e-06
0.00102079,0.000811832,3.57622e-05
0.000649316,0.000284895,2.89064e-05
0.000468251,0.000386456,3.9439e-06
0.00102528,0.000707098,5.31094e-05
0.00129652,0.000845864,0.000154232
0.00165772,0.000399104,4.11466e-05
0.00101564,0.000643944,2.00388e-05
0.00063647,0.000363517,1.27569e-05
0.000438015,0.000419556,6.94216e-06
0.000446029,0.000339057,9.44559e-06
0.000645912,0.000245435,2.33499e-05
0.00106358,0.000852081,6.79668e-05
0.000375651,0.000295379,6.89934e-06
0.000530454,0.000353573,1.21143e-05
0.00165335,0.000855508,8.23893e-05
0.000394828,0.000319746,1.5507e-06
0.000654065,0.000280568,2.13079e-05
0.000496123,0.000377568,3.2463e-06
0.000733139,0.000230516,2.63879e-05
0.00106258,0.000384602,1.25104e-05
0.000392952,0.000363126,4.55515e-06
0.000524906,0.000396254,2.82305e-06
0.000571221,0.000362066,1.17281e-05
0.000558362,0.000365741,1.1198e-05
0.000682799,0.00042122,2.71443e-05
0.000420756,0.000296161,1.47549e-05
0.000485749,0.000405293,6.32012e-06
0.000580475,0.000392838,3.40223e-05
0.000431684,0.000341991,2.69126e-05
0.00068418,0.000385042,2.10068e-05
0.000382954,0.000344988,1.34447e-05
0.000415653,0.000223035,6.73258e-06
0.000336403,0.000312414,1.75237e-06
0.000546944,0.000378031,7.74443e-06
0.000959671,0.000739054,5.73804e-05
0.000915433,0.000341886,1.85657e-05
0.000620674,0.000470595,8.4593e-06
0.000468718,0.000290004,1.9605e-05
0.0412552,0.000574915,0.000115755
0.00036642,0.000205467,5.57264e-05
0.000822989,0.000618908,9.453e-05
0.00569417,0.00149458,0.000805008
0.07683,0.00144544,0.000161574
0.00031882,0.000275414,1.78888e-05
0.000383425,0.000288326,6.99899e-06
0.000433648,0.000322361,3.82574e-06
0.00213656,0.000611685,0.000116264
0.000515329,0.000290959,2.2577e-05
0.000499598,0.00042668,0.000111305
0.000640314,0.000386289,0.000178544
0.00149973,0.000639781,4.68694e-05
0.000452426,0.000406096,5.04829e-05
